::1 - - [12/May/2020:12:47:12 +0200] "GET / HTTP/1.1" 304 -
::1 - - [12/May/2020:12:47:19 +0200] "GET /bediener/ HTTP/1.1" 200 1718
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/themes/pmahomme/jquery/jquery-ui-1.8.custom.css HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/js/cross_framing_protection.js?ts=1589277188 HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/js/jquery/jquery-1.4.4.js?ts=1589277188 HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/js/update-location.js?ts=1589277188 HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/js/functions.js?ts=1589277188 HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/js/jquery/jquery.qtip-1.0.0.min.js?ts=1589277188 HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/themes/pmahomme/img/b_help.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/print.css HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/themes/pmahomme/img/logo_right.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/themes/pmahomme/img/input_bg.gif HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:24 +0200] "GET /phpmyadmin/themes/pmahomme/img/s_notice.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:29 +0200] "POST /phpmyadmin/index.php HTTP/1.1" 302 -
::1 - - [12/May/2020:12:53:29 +0200] "GET /phpmyadmin/index.php?token=c4498de65c95de9b71def5710cd41acc&phpMyAdmin=ek2tb33jhsk0nff0d4a3jlmbemqpt35t HTTP/1.1" 200 2895
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/js/common.js?ts=1589277188 HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/navigation.php?token=c4498de65c95de9b71def5710cd41acc&phpMyAdmin=ek2tb33jhsk0nff0d4a3jlmbemqpt35t&collation_connection=utf8_general_ci HTTP/1.1" 200 4130
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/js/jquery/jquery-1.4.4.js HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/js/navigation.js HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/js/functions.js HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/themes/pmahomme/img/logo_left.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/themes/pmahomme/img/b_home.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/themes/pmahomme/img/s_loggoff.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/themes/pmahomme/img/b_selboard.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/themes/pmahomme/img/b_docs.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/themes/pmahomme/img/b_sqlhelp.png HTTP/1.1" 304 -
::1 - - [12/May/2020:12:53:30 +0200] "GET /phpmyadmin/themes/pmahomme/img/s_reload.png HTTP/1.1" 304 -
